name,dck1,dck2,dck3,pd1,pd2,pd3,pg1,pg2,pg3,rd1,rd2,rd3,rg1,rg2,rg3,sov1,sov2,sov3,yd1,yd2,yd3,yg1,yg2,yg3
FAA3,4589,3512,3260,1052,676,715,2866,2214,863,922,379,578,2919,1806,1594,2172,10726,2492,3734,2826,3093,2635,2809,1008
FAA4,514,386,324,106,34,75,85,21,33,80,43,13,56,20,70,497,1899,538,193,148,146,118,62,40
FAP1,527,382,303,15041,14941,50498,10401,12002,24262,11124,11783,24612,11513,12972,43357,555,2530,559,3296,2328,3586,7129,7828,7515
FAR1,737,407,547,76,30,39,1009,517,198,19,27,9,990,385,557,174,732,224,1787,1005,1180,711,586,297
FAR10,656,693,766,133,22,0,111,15,3,32,0,0,104,12,0,1721,6038,1446,428,346,345,166,179,28
FAR11,2308,1663,1628,299,371,362,523,303,216,345,204,168,460,292,390,4898,20653,3717,890,624,699,373,355,151
FAR3,3996,2869,2872,373,455,616,590,333,253,619,276,280,616,285,306,6333,22312,5227,1288,1066,1002,400,426,167
FAR7,1588,1222,1423,182,62,77,181,121,32,194,52,25,276,177,71,3086,12098,2722,559,542,381,149,156,74
FAT1,717,469,427,14,65,1,15,39,2,26,19,1,20,43,3,752,2681,865,107,143,96,23,53,15
FAT3,1552,1080,1117,129,73,46,31,39,21,28,12,49,56,65,1,1937,6949,1594,774,630,512,149,156,56
FAU1,18268,14555,14697,2251,1597,1609,1209,970,809,1483,1270,717,1361,1073,1238,14113,64540,16644,7343,5768,5221,1386,1485,758
FBP1,1163,774,995,36,134,308,79,55,37,209,10,1,136,47,9,774,4140,714,287,319,215,74,72,51
FBP26,701,643,339,140,92,0,89,48,0,64,66,0,85,89,2,363,2523,209,480,418,345,160,162,61
FCP1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
FCY1,966,684,632,934,457,1507,601,292,868,1201,293,928,688,317,1361,371,1204,334,1784,1155,1500,961,812,417
FCY2,122,164,100,49,305,113,18,181,100,2,106,177,24,103,73,14,92,23,166,207,120,139,369,90
FCY21,2212,1830,1841,545,404,854,487,232,348,474,212,672,579,253,568,1609,7660,1698,1871,1381,1629,531,518,284
FCY22,865,820,527,28,991,529,121,751,207,440,565,193,257,656,353,265,2982,496,744,944,500,469,1122,279
FDO1,2144,1483,1534,5538,6805,10328,5642,5298,4572,3929,3020,3940,5683,4975,8973,4069,16393,4174,4110,3232,4343,7514,7243,4596
FEN2,528,447,241,0,0,24,9,10,14,0,0,6,9,13,55,878,3482,855,280,179,154,80,41,29
FET3,2894,2334,2058,159,67,254,124,135,71,78,38,98,188,173,126,1887,11464,2328,1312,994,931,223,311,152
FET4,2847,2245,2152,280,132,127,243,157,34,70,95,72,305,86,63,2982,11637,3404,1573,1233,1056,175,299,116
FET5,1473,1854,1674,246,463,938,109,522,794,235,515,506,225,970,961,1103,6919,1216,679,589,642,344,826,378
FHN1,642,420,280,165,18,107,21,59,54,8,20,18,26,52,85,389,1976,582,238,159,181,45,67,30
FIG4,3411,2373,2553,250,251,480,274,155,182,501,161,299,401,177,321,6995,27105,5972,1640,1348,1144,393,417,223
FIN1,0,9,2,0,0,0,0,0,0,0,0,4,0,0,0,0,5,2,2,0,4,2,0,0
FIR1,92,52,87,20,2,8,12,2,0,14,20,0,13,4,4,94,436,93,54,14,28,2,9,10
FIS1,1034,835,866,7648,5735,11924,5042,4907,5040,3392,3047,4361,5450,4473,8109,1983,8079,2012,3378,3189,3251,6037,7058,3897
FIT1,750,767,959,644,600,626,274,239,245,207,168,370,352,221,453,719,2193,637,771,544,546,228,334,88
FIT2,1466,1069,1043,112,149,16,131,117,15,98,107,15,184,148,15,1513,7523,1408,777,651,602,137,178,88
FIT3,705,482,804,71,7,32,44,16,25,14,47,24,61,24,28,939,3610,958,452,353,365,86,111,39
FKH1,1980,1848,1681,2757,1016,2657,1933,1077,1310,1784,970,1356,1983,1063,1954,775,3798,743,4339,3132,3519,1902,1569,783
FKH2,266,198,376,4318,5376,8234,4493,4016,3125,3940,2939,2792,4588,3908,5953,710,2611,678,1179,981,1245,3676,3938,2438
FKS3,1015,855,906,36,114,182,78,107,32,47,104,27,92,130,53,862,4645,944,753,510,542,168,203,69
FLC1,2519,2193,2148,212,209,16,153,166,49,183,64,118,163,123,59,1914,8316,2012,1196,766,700,171,225,109
FLC2,8544,7136,7251,2156,1727,2084,2939,2870,1475,1760,1090,920,3534,2670,2732,3123,16816,3548,12530,9135,8600,5286,4627,2038
FLC3,5414,3928,3783,1588,1508,1784,3079,2532,1824,1592,1153,1420,3505,2289,3457,1269,5183,1159,9285,5609,6861,5144,4487,1993
FLO1,1019,817,908,932,2828,4352,1177,2614,2209,1383,2062,2291,1249,2670,3371,158,1611,214,1149,1314,845,1220,2768,1483
FLO10,1093,766,828,17,104,6,9,104,20,5,66,2,5,100,30,894,4052,1160,429,399,298,116,111,56
FLO11,1538,1464,1100,13219,10291,22246,10493,7592,9142,10453,5888,8344,12555,7384,14065,2546,12273,2878,6669,4343,5765,9434,7935,5539
FLR1,466,386,387,71,8,58,38,21,32,84,16,15,45,8,60,447,2068,649,305,179,174,81,69,30
FLX1,35,16,18,0,0,0,0,0,0,1,0,0,0,0,0,22,2,48,10,4,4,0,1,0
FMC1,1292,757,814,259,336,460,642,322,277,329,178,154,540,283,585,1381,5829,1468,799,1148,534,810,894,450
FMP10,11105,7809,8372,447,1163,974,546,620,539,705,584,673,726,681,872,8728,37977,9481,5006,3877,3517,938,1028,495
FMP16,1372,960,965,52,25,140,87,28,28,108,20,27,102,39,46,1065,3528,1221,486,407,356,71,101,47
FMP23,1094,584,650,77,87,42,87,100,2,84,115,21,102,76,9,1046,2913,974,338,320,288,106,83,46
FMP25,505,389,672,412,1086,608,448,748,432,736,773,506,526,948,490,443,1585,268,1019,951,647,586,1020,407
FMP27,444,373,324,129,378,699,121,310,297,171,281,252,159,322,370,111,749,134,501,288,272,262,428,186
FMP30,994,963,895,204,862,616,554,1263,593,236,452,205,595,1232,953,250,1279,284,2404,2732,1951,1007,1553,496
FMP32,1605,1381,1158,825,346,1127,330,413,347,427,231,634,508,364,580,668,3854,838,1691,988,1247,680,497,352
FMP33,426,213,254,774,1658,1405,406,1128,583,462,762,799,454,1060,596,32,380,28,603,621,438,607,1433,418
FMP40,782,682,727,205,2117,301,207,930,341,525,1238,268,262,1001,419,239,988,246,742,876,478,482,1152,278
FMP41,2153,1573,1239,6192,4343,6695,6282,3780,3588,5922,3062,3223,6714,4174,5060,868,5034,897,5142,2837,4554,6112,4628,2304
FMP42,2654,2493,2156,301,225,336,235,194,238,415,93,225,323,226,439,2851,11958,2949,1156,925,895,298,332,130
FMP45,1372,1267,770,99,126,185,138,209,98,150,203,141,136,157,141,1139,3882,1042,786,619,512,134,143,73
FMP46,1477,879,1125,2058,2150,4003,2299,2265,2930,2746,1702,2533,3009,3255,3334,450,2815,580,3599,2403,2744,3140,2875,1389
FMP48,495,284,330,188,503,538,184,155,218,344,283,257,235,206,260,301,1347,323,676,497,453,452,602,232
FMP49,2000,1938,1688,424,188,585,230,127,122,420,142,258,238,166,221,2310,11426,2684,866,626,605,255,205,121
FMP52,2694,1721,1577,141,42,201,127,82,82,182,21,71,166,99,167,2126,7652,1923,871,611,659,226,194,148
FMS1,3230,2206,2283,321,312,354,361,264,205,407,110,173,412,247,302,2913,13125,3233,1466,1075,1136,296,307,118
FOB1,1183,631,1026,410,60,10,191,122,9,79,26,0,174,101,7,679,3090,629,618,488,539,110,151,53
FOL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FOL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FOX2,1782,1544,1331,249,508,99,171,350,98,47,127,42,248,393,139,1258,5407,1353,879,945,698,331,553,134
FPK1,393,163,314,1255,1023,2428,2483,2191,2051,779,394,1025,2489,1953,3297,322,1331,301,1945,1379,2054,3197,3338,2430
FPR2,928,488,828,19,182,1,67,113,13,67,130,38,83,37,15,1061,3869,996,547,382,360,141,108,53
FPR3,1544,1453,1521,145,194,171,156,119,78,182,48,98,173,74,141,1700,7026,1726,730,632,561,158,177,81
FPR4,2274,2229,1711,1174,3671,4688,708,1660,893,1096,2108,715,855,1770,1220,329,1342,203,2387,2366,1507,1370,2654,870
FPS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FPY1,516,553,444,36,28,152,45,23,37,51,13,28,54,34,52,560,2618,531,316,272,216,88,79,33
FRD1,896,780,854,267,23,311,97,21,83,235,75,158,152,26,93,538,2764,833,941,621,670,264,205,114
FRE2,427,189,359,586,2079,1809,594,1761,1056,471,1208,1265,687,1641,1498,67,198,9,896,1010,644,888,2345,851
FRE3,1525,1319,1368,365,113,225,211,228,112,182,127,134,215,222,166,1809,7800,1914,1030,793,759,234,196,109
FRE4,1138,919,1065,225,66,65,68,34,41,81,56,40,68,40,80,791,2704,766,577,463,341,111,159,58
FRE5,6,3,2,0,1,1,2,2,0,1,1,1,0,2,1,8,28,3,9,2,2,0,0,0
FRE6,4429,3098,3155,369,464,475,464,406,309,806,384,485,582,454,344,4522,19039,4162,1997,1520,1435,411,408,221
FRE7,6376,5053,4816,4632,4860,7018,3484,2723,2885,4737,2145,3218,4213,2752,4690,1837,8247,1976,11018,7390,8156,5475,4491,2086
FRK1,462,280,336,300,981,927,284,687,324,612,726,569,337,690,475,78,112,65,1017,797,563,491,402,168
FRM2,3170,2538,2900,609,616,218,263,455,185,321,254,169,382,589,254,2857,14347,3535,1348,1050,1157,376,376,147
FRS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FRT1,637,392,598,76,4,12,70,22,53,99,2,123,85,11,38,529,2175,597,409,268,256,93,88,36
FRT2,2638,2102,2125,18646,18455,50956,15890,13860,22467,13617,10491,23410,17184,12985,39755,3965,21047,5176,7972,5272,8140,17040,14683,11217
FSF1,1135,1015,1070,4,317,130,21,112,73,75,114,57,32,146,164,1308,4759,1164,641,602,538,138,176,73
FSH1,615,310,338,279,827,680,135,593,176,336,378,271,143,563,370,273,1137,219,311,397,202,153,703,146
FSH2,2072,1569,1464,439,180,287,263,125,112,337,153,156,311,187,243,2286,10725,2453,981,852,781,222,282,86
FSH3,561,341,246,11,2,34,10,19,7,33,18,0,26,25,0,426,2245,616,348,230,235,80,42,34
FTH1,1443,1144,1282,5960,3383,5735,4351,3366,2832,3741,1972,2453,4664,3428,3775,863,3078,810,3384,2193,3273,4242,3089,1536
FTR1,1405,1023,1080,220,374,398,290,313,332,245,160,238,290,344,636,407,2802,517,1976,2052,1317,885,1356,463
FUB1,817,711,603,1351,965,633,350,591,344,790,415,395,376,744,413,77,240,120,1354,1308,919,674,1062,337
FUM1,60,83,32,0,0,1,0,0,0,0,0,0,0,0,1,1,43,6,50,92,56,12,28,6
FUN14,2329,1723,1814,461,615,1200,333,606,622,499,555,443,461,1108,610,1091,5579,1490,1593,1298,913,664,1235,322
FUN19,482,481,390,747,1331,1454,620,905,734,737,968,877,669,916,973,221,1344,350,843,699,583,639,1237,574
FUN26,1615,1555,1496,1851,1159,2897,2013,1293,1341,1605,1057,1220,2098,1329,1965,478,3758,958,2392,1500,2180,2654,1944,960
FUN30,1681,1647,1566,3970,3436,6965,4939,3376,3444,3641,2140,2381,5525,3129,5789,2022,11177,2350,4578,3423,4180,6158,5788,4541
FUR4,911,771,563,2082,2529,2802,2124,1730,2093,2271,1299,1465,2611,2037,2633,1352,5023,1421,2406,1966,2140,3751,4375,2514
FUS1,227,268,221,8,0,6,31,0,4,11,0,10,27,0,13,140,771,265,61,44,33,10,4,8
FUS2,1188,501,878,3,10,4,83,36,28,4,9,85,76,20,81,978,4394,1078,480,349,399,113,128,73
FYV1,229,143,144,0,0,0,0,1,0,0,0,0,0,0,1,234,674,244,117,130,71,13,28,2
FYV5,232,398,353,0,0,0,0,0,0,2,0,0,0,0,0,54,0,111,58,109,31,0,20,2
FYV8,563,302,351,6,8,122,31,35,51,76,22,112,36,24,75,601,1690,530,200,172,141,41,46,12
FZF1,2035,1393,1654,4216,2787,2121,3340,2222,2007,2686,1948,1451,3247,2117,2982,578,3685,620,3175,1988,2660,2906,2080,1180
FZO1,0,6,14,0,0,0,0,0,1,0,0,0,1,0,0,2,93,42,4,8,0,0,0,0
GAC1,863,749,765,1076,846,1408,1219,799,984,983,555,717,1180,790,1195,422,1527,440,1528,933,1301,1581,1187,649
GAD1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,2,0,0,2,0,0
GAL1,11226,9013,9405,19584,24060,40437,13256,18842,15459,15750,18148,18865,15145,18465,24811,5313,22524,5370,21623,14482,17292,16240,22233,11197
GAL10,2618,1710,1778,388,264,215,244,230,157,202,187,94,233,192,281,2127,9601,2246,1154,710,779,240,266,88
GAL2,8357,7055,6522,1603,1125,2433,1072,953,1067,1386,695,1520,1334,871,2036,8308,37871,8927,3536,2719,2745,1585,1667,794
GAL3,1014,725,996,83,200,34,128,130,23,184,182,37,207,148,42,1025,3357,781,701,547,521,106,131,68
GAL4,857,715,642,1709,2158,4357,1789,1729,1839,1547,1015,1810,1741,1545,2281,294,824,117,3321,2238,2350,2219,2641,1065
GAL7,4094,2489,2492,475,427,660,262,136,193,328,209,304,274,188,382,2984,13282,2566,1361,1137,1007,273,348,138
GAL80,918,717,620,254,55,29,44,172,12,57,70,8,60,122,9,884,2824,915,435,320,402,146,184,56
GAL83,1468,1118,1311,146,438,546,96,157,222,242,252,121,126,273,252,2750,11199,2242,802,696,597,133,127,60
GAP1,1032,650,887,45051,41730,150756,31301,32212,65024,41897,38457,75688,34199,33852,107503,405,3197,544,5366,3711,6977,12509,15182,18490
GAS2,1437,886,862,311,150,314,102,231,88,237,89,74,140,246,178,1231,5754,1114,685,516,508,185,184,93
GAS3,1540,1491,1832,169,121,115,223,113,46,340,233,62,285,100,77,1605,9191,1809,871,556,495,190,182,109
GAS4,1026,798,822,189,0,140,163,23,15,112,5,0,125,24,9,617,3888,1080,275,234,249,79,85,27
GAS5,2944,2240,2293,675,541,312,292,235,217,389,173,176,429,201,365,3402,11855,2536,1806,1472,1286,579,646,329
GAT1,635,424,332,43,25,5,29,27,5,51,23,16,48,30,4,345,2179,606,177,83,105,53,36,20
GAT2,1056,467,720,341,274,347,719,272,171,119,64,58,714,264,682,539,2843,430,2239,1680,1936,1069,788,414
GAT3,927,588,848,101,62,1,177,75,0,239,65,1,258,59,3,899,3499,1055,410,388,294,112,92,49
GAT4,1392,1342,1494,567,500,327,540,650,515,372,246,203,525,624,992,322,1941,463,1763,1071,1286,939,820,442
GCD2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCG1,2970,2183,1768,452,176,392,410,259,250,377,169,279,567,272,254,2478,9357,2387,2117,1464,1548,405,477,205
GCN20,3320,2371,2456,1427,483,1498,709,235,390,1266,188,481,860,318,493,3802,14963,3899,2181,1249,1526,731,598,320
GCN3,1179,1013,803,885,1648,1989,1913,1434,1186,1569,660,1160,1783,1465,1474,1034,5508,1008,2233,1292,2008,2411,1592,913
GCN4,578,376,563,964,595,1624,773,956,609,790,1030,526,798,818,931,195,1022,193,1050,727,814,851,1048,544
GCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GCS1,797,755,653,5,1,0,82,2,2,2,0,0,74,4,1,882,3320,720,164,207,158,53,59,14
GCV1,1819,2081,1325,21,575,164,121,267,78,149,242,115,134,246,64,1683,6307,1883,827,684,708,179,211,89
GCV2,186,200,178,119,230,583,122,108,114,251,151,144,120,91,172,187,608,177,215,145,155,133,179,65
GCV3,1028,972,852,9,28,33,31,30,12,3,19,0,40,33,3,592,2820,884,495,443,343,48,80,30
GDA1,1581,986,1177,1520,637,1257,274,340,396,436,508,426,362,342,487,1901,8438,1624,1182,1094,1086,514,715,256
GDE1,1370,927,1240,139,55,23,135,125,68,106,79,17,151,93,82,1610,5375,1443,692,472,554,154,179,81
GDH1,0,0,0,0,1,1,1,2,2,0,0,0,2,1,1,0,2,0,3,0,0,0,1,0
GDH2,1652,1202,1185,665,1184,1526,852,1255,809,559,671,591,779,1277,1115,616,3848,656,1554,1211,1331,916,1543,849
GDH3,22011,18234,19088,4150,6203,5558,2041,3339,2338,3017,3906,2589,2771,3787,3147,16911,84745,24057,10718,8883,7794,3683,5476,1851
GDI1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEA1,2360,1540,1734,2260,1428,2036,1420,1125,1205,2159,921,1417,1996,1170,1411,775,3383,899,3669,1914,2671,1991,1471,825
GEF1,1679,1503,1363,214,131,102,132,181,56,202,185,142,165,192,73,636,3812,765,1337,1021,1110,350,380,146
GEM1,20,49,41,10,0,0,9,0,0,0,0,0,4,0,0,30,125,81,33,39,14,2,0,0
GEP3,41,17,107,0,0,0,0,0,0,0,0,0,0,0,0,35,144,140,61,74,20,5,11,0
GEP4,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,16,209,6,20,20,6,0,2,0
GET1,2166,1865,1898,53,32,1,29,20,66,83,104,11,57,16,36,471,1201,533,920,795,713,200,199,106
GET2,514,322,398,0,1,0,0,0,0,0,1,0,0,1,1,161,532,156,59,98,46,2,15,0
GEX2,1325,991,816,355,176,443,357,152,264,421,141,188,419,191,411,989,4326,1160,800,830,801,353,347,144
GFD1,3487,2434,2409,649,301,440,318,217,229,382,300,176,425,194,253,3428,12777,3381,1570,1256,1220,356,458,179
GFD2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
GGA1,589,550,467,65,45,109,75,71,51,70,51,30,75,85,92,524,2680,632,374,266,290,126,113,103
GGA2,194,166,162,236,166,191,454,297,318,144,81,167,483,345,591,343,1554,319,647,733,769,810,990,475
GGC1,8,41,56,0,0,0,0,0,0,0,0,0,0,0,0,110,417,131,24,28,16,3,7,2
GIC1,51,11,24,184,118,410,190,204,58,216,164,123,156,150,233,64,262,59,103,90,84,151,205,158
GIC2,1474,1043,1120,142,47,409,234,188,81,185,43,94,260,123,179,1312,3326,1217,604,480,379,331,250,149
GID10,1051,1100,706,78,319,179,139,340,102,153,154,32,206,250,118,958,3375,852,616,492,480,343,308,169
GID11,309,346,387,829,2493,3649,679,1668,1429,1018,1282,1438,764,1648,1771,179,1362,155,1149,1059,849,922,2232,877
GID12,751,470,378,41,124,12,79,115,110,165,220,118,105,81,157,528,2019,453,362,318,326,161,236,77
GID7,456,478,347,1,42,122,0,41,8,0,21,25,1,48,27,309,1560,461,259,141,178,23,44,31
GID8,1013,891,658,113,59,196,218,68,60,101,33,120,236,90,71,912,2170,632,759,564,604,170,167,89
GIM3,478,209,243,55,161,79,111,170,52,28,92,12,110,86,119,45,208,20,665,693,439,372,658,170
GIM4,542,502,282,206,178,261,68,194,147,122,255,204,113,246,175,102,225,67,399,462,278,237,990,213
GIM5,578,280,377,0,23,1,4,28,4,4,0,0,4,30,7,90,680,84,197,280,157,44,77,25
GIP1,233,215,242,157,105,220,204,138,102,216,132,66,164,204,138,103,423,111,217,195,171,242,183,136
GIP2,1674,1186,1011,624,208,205,213,239,62,274,325,116,324,278,149,1545,6644,1620,1054,727,712,247,218,124
GIP3,1187,843,823,153,58,146,35,63,54,33,42,88,69,79,93,804,3544,800,381,273,318,70,76,47
GIP4,1507,1480,1104,1095,815,626,531,478,482,778,414,598,706,543,650,327,2042,469,1987,1180,1433,775,673,316
GIR2,128,111,117,22,4,94,25,28,12,25,24,16,19,16,34,197,741,163,114,111,102,41,23,15
GIS1,1350,759,1073,427,294,639,275,148,76,804,194,168,317,170,173,2262,9047,1973,759,561,603,373,368,122
GIS2,1672,1023,1570,217,322,36,123,245,42,43,157,26,158,294,68,1472,6825,1276,988,659,730,351,304,117
GIS3,33,72,20,1,12,16,0,14,2,4,0,1,2,2,4,120,460,100,19,23,11,0,13,8
GIS4,1382,1114,972,6827,7340,14080,5398,4936,5950,5521,5368,7154,5742,5092,9485,1179,4718,1402,3054,2303,3175,8157,6776,4317
GLC3,423,326,127,385,457,566,248,421,265,313,313,316,285,336,404,41,163,43,631,623,379,455,717,165
GLC8,1023,915,724,41,229,22,60,55,18,13,35,126,33,33,9,1904,6741,1556,552,493,457,111,94,39
GLE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GLG1,776,829,796,3334,1548,2999,1291,1077,960,1595,904,1211,1599,1120,1660,95,666,55,2240,1458,1479,1624,1839,876
GLG2,1198,693,755,1192,752,597,872,455,532,812,415,399,951,494,680,424,1695,326,1494,745,1136,987,726,446
GLK1,388,205,362,209,87,115,168,65,37,246,71,83,236,67,61,319,1610,366,387,133,231,133,124,77
GLN3,277,272,203,0,4,2,7,12,2,15,0,1,13,19,1,1410,5280,1073,129,130,76,37,39,26
GLO1,1101,696,712,55,32,63,92,58,23,176,46,38,78,36,33,1037,4174,906,440,296,345,101,90,39
GLO2,14,16,16,21,12,24,18,34,10,30,10,11,27,24,19,7,25,0,26,30,24,29,20,14
GLO3,508,332,320,0,10,0,0,8,0,1,24,1,0,8,0,274,913,315,78,92,20,6,30,4
GLO4,2982,1832,2457,69,33,861,106,81,348,181,69,327,164,61,542,2840,14169,2678,1088,702,764,245,302,94
GLR1,45,48,83,85,130,360,123,139,125,145,186,129,113,107,173,22,157,14,113,93,124,108,195,87
GLT1,2684,1650,1536,622,188,303,222,112,55,344,94,112,202,118,130,2503,9832,2583,790,697,722,219,230,106
GMC1,1270,738,828,942,1700,1349,482,1055,526,693,973,635,542,1101,630,706,3091,614,896,884,685,729,1347,555
GMC2,1916,1605,1128,141,187,815,44,46,42,116,46,16,82,61,29,1693,6598,1806,706,656,517,128,204,80
GMH1,1211,927,738,18103,14600,41778,13956,10839,20714,14994,9109,20581,15974,10816,34968,1849,7702,2076,4993,3646,5675,11190,10198,8978
GNP1,4123,2850,3065,91,154,326,171,291,343,18,13,29,241,269,538,6153,24896,5391,2014,1665,1671,535,515,279
GNT1,984,655,523,815,1787,1943,861,1130,906,1202,1034,1125,812,1085,1078,208,922,335,2282,1371,1452,1573,1357,774
GOR1,1270,1110,1084,717,587,801,729,426,605,953,560,657,807,424,811,829,3503,776,2553,1568,1987,1145,833,429
GOS1,345,760,408,3,8,37,32,30,53,16,0,18,53,35,88,205,463,219,508,363,335,111,119,44
GOT1,1119,932,1017,95,66,62,135,77,29,158,51,30,168,73,12,631,3052,1008,485,375,403,137,163,43
GPA1,1512,878,856,2461,1254,3123,10285,4254,3631,860,493,541,9881,3603,8737,1476,5611,1188,1771,889,1169,6878,3963,2768
GPA2,271,124,259,242,257,332,272,266,123,262,222,106,284,211,279,60,126,111,500,273,303,294,245,157
GPB1,1500,1391,1402,320,50,296,131,137,107,218,107,92,143,133,148,906,5489,1084,1054,670,660,231,177,152
GPB2,9454,8625,8292,11037,6370,12040,10758,7465,6473,7282,4111,5676,10592,7105,12120,2757,23751,5869,12271,7193,10433,11455,8407,4873
GPC1,413,222,271,93,73,23,42,25,6,82,32,8,78,27,4,372,1578,419,214,137,108,29,42,22
GPD1,1159,960,699,196,199,237,300,173,135,348,222,127,294,160,130,717,3759,664,800,476,760,369,296,169
GPD2,723,567,570,12,120,51,32,45,26,65,116,18,32,64,82,686,3584,694,332,189,249,61,61,47
GPG1,2120,1337,1422,190,540,55,231,155,65,206,147,54,293,118,113,1751,8287,2157,813,679,611,188,245,106
GPI11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPI2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GPM2,1510,1577,1618,967,2240,3015,399,1303,1229,1543,2086,1603,560,1320,1490,289,944,411,1782,1140,1466,697,705,301
GPM3,743,702,688,1169,2626,4405,1054,1986,2010,1165,2505,2780,1178,2090,3009,187,649,169,1451,1316,951,1520,3234,1218
GPP1,2079,1250,1152,16381,13651,34354,10190,7378,12525,13270,8372,11952,11202,8458,15335,3704,16698,3133,7632,5518,8017,13508,11993,9025
GPP2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,2,2,0,5,2
GPR1,426,180,196,383,733,403,269,428,307,353,275,301,390,419,466,175,1198,79,793,510,640,526,376,181
GPT2,6,10,6,4,0,2,0,0,0,2,2,0,0,0,0,14,15,4,2,8,6,0,0,2
GPX2,1651,1167,1083,80,64,429,159,46,158,272,25,180,169,81,371,1425,5335,1412,966,740,665,238,303,118
GRE1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRE2,2713,2272,2472,242,437,694,179,221,207,240,354,370,182,301,323,2942,13405,3273,1727,1394,1346,367,396,192
GRE3,804,614,463,871,1320,1551,500,910,794,815,967,941,616,908,1043,283,1381,365,1390,1218,823,865,1293,489
GRH1,536,337,573,128,56,24,92,74,41,51,27,32,73,101,40,569,1868,597,323,274,225,56,73,25
GRR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GRX1,1407,1019,714,231,2177,1239,402,807,778,429,842,864,441,878,860,506,2255,640,1269,1297,796,587,1242,418
GRX2,1162,961,972,1241,3233,2498,1416,1347,1338,1557,1498,1371,1712,1390,1294,397,2512,474,2125,1408,1850,2031,1800,791
GRX3,2104,1608,1545,8,36,8,71,111,19,6,26,35,60,113,38,2179,9049,2243,1019,822,805,253,309,128
GRX4,6857,5444,6100,566,1079,710,538,584,579,530,588,446,684,677,775,5885,26229,6580,3857,2803,2711,926,955,425
GRX5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,68,115,0,4,2,0,2,2,0
GRX6,1514,859,1344,394,69,24,364,84,81,533,137,93,514,110,106,1181,5494,1115,927,568,574,197,183,50
GRX7,1932,1374,1313,251,275,194,218,204,66,546,113,78,325,222,121,1916,8068,1737,976,685,680,218,299,100
GRX8,4800,4925,4091,353,270,658,199,314,275,309,307,249,241,370,670,4739,20987,5276,1764,1241,1210,395,378,172
GSC2,518,187,165,257,557,864,254,284,280,550,416,459,387,214,292,52,120,61,448,379,343,301,516,210
GSF2,1471,990,951,229,504,333,199,233,177,446,290,274,292,231,137,1269,5243,1258,556,631,352,228,525,118
GSH2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
GSM1,2789,2175,2351,289,219,167,198,94,57,139,73,62,246,125,111,3212,13056,3472,1036,772,686,156,209,88
GSP2,776,581,610,254,143,368,145,168,102,291,78,100,194,136,129,973,3134,807,489,406,465,131,324,114
GSY1,771,795,886,799,1170,668,269,502,351,456,567,523,296,506,505,251,2238,293,787,898,442,422,1137,271
GSY2,1155,902,726,121,263,226,65,195,53,154,181,131,124,163,192,957,4586,1033,519,389,414,149,107,94
GTA1,1870,1271,1270,305,137,333,242,147,68,252,55,148,316,143,167,3581,13101,2431,993,697,785,279,230,119
GTB1,537,367,349,914,1114,1407,949,1232,738,769,614,645,1094,1091,1061,289,1025,234,1209,729,1059,1391,1055,606
GTF1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,2,0,0,0
GTO1,1983,1534,1388,256,210,125,243,189,59,484,149,181,318,176,136,1911,7551,1872,1186,835,806,203,227,123
GTO3,3818,3223,2579,726,109,699,408,154,235,366,148,176,346,140,640,2419,9729,2954,1343,998,1070,404,422,207
GTR1,715,547,508,10,8,1,4,0,1,14,53,0,10,12,0,187,1062,127,203,275,119,27,56,6
